Des-I,Emp-I,DIA,MES,DIANOM,TIPOVUELO,temporada_alta,periodo_dia,atraso_15
SCFA,SKU,27,4,Jueves,N,0,tarde,0
SCFA,SKU,28,4,Viernes,N,0,tarde,1
SCFA,SKU,29,4,Sabado,N,0,tarde,0
SCFA,SKU,30,4,Domingo,N,0,tarde,0
SCFA,SKU,2,4,Domingo,N,0,tarde,1
SCDA,SKU,1,4,Sabado,N,0,mañana,0
SCDA,SKU,2,4,Domingo,N,0,mañana,0
SCDA,SKU,3,4,Lunes,N,0,mañana,0
SCDA,SKU,4,4,Martes,N,0,mañana,0
SCDA,SKU,5,4,Miercoles,N,0,mañana,0
SCDA,SKU,6,4,Jueves,N,0,mañana,0
SCDA,SKU,7,4,Viernes,N,0,mañana,0
SCDA,SKU,8,4,Sabado,N,0,mañana,0
SCDA,SKU,9,4,Domingo,N,0,mañana,0
SCDA,SKU,10,4,Lunes,N,0,mañana,0
SCDA,SKU,11,4,Martes,N,0,mañana,0
SCDA,SKU,12,4,Miercoles,N,0,mañana,0
SCDA,SKU,13,4,Jueves,N,0,mañana,0
SCDA,SKU,14,4,Viernes,N,0,mañana,0
SCDA,SKU,15,4,Sabado,N,0,mañana,1
SCDA,SKU,16,4,Domingo,N,0,mañana,0
SCDA,SKU,17,4,Lunes,N,0,mañana,0
SCDA,SKU,18,4,Martes,N,0,mañana,0
SCDA,SKU,19,4,Miercoles,N,0,mañana,0
SCDA,SKU,20,4,Jueves,N,0,mañana,0
SCDA,SKU,21,4,Viernes,N,0,mañana,0
SCDA,SKU,22,4,Sabado,N,0,mañana,0
SCDA,SKU,23,4,Domingo,N,0,mañana,0
SCDA,SKU,24,4,Lunes,N,0,mañana,1
SCDA,SKU,25,4,Martes,N,0,mañana,0
SCDA,SKU,26,4,Miercoles,N,0,mañana,0
SCDA,SKU,27,4,Jueves,N,0,mañana,0
SCDA,SKU,28,4,Viernes,N,0,mañana,0
SCDA,SKU,29,4,Sabado,N,0,mañana,0
SCDA,SKU,30,4,Domingo,N,0,mañana,0
SCDA,SKU,1,4,Sabado,N,0,tarde,0
SCDA,SKU,2,4,Domingo,N,0,mañana,0
SCDA,SKU,3,4,Lunes,N,0,mañana,0
SCDA,SKU,4,4,Martes,N,0,mañana,0
SCDA,SKU,5,4,Miercoles,N,0,mañana,0
SCDA,SKU,6,4,Jueves,N,0,mañana,0
SCDA,SKU,7,4,Viernes,N,0,mañana,0
SCDA,SKU,8,4,Sabado,N,0,mañana,0
SCDA,SKU,9,4,Domingo,N,0,mañana,0
SCDA,SKU,10,4,Lunes,N,0,mañana,0
SCDA,SKU,11,4,Martes,N,0,mañana,0
SCDA,SKU,12,4,Miercoles,N,0,mañana,0
SCDA,SKU,13,4,Jueves,N,0,mañana,0
SCDA,SKU,14,4,Viernes,N,0,mañana,1
SCDA,SKU,16,4,Domingo,N,0,mañana,0
SCDA,SKU,17,4,Lunes,N,0,mañana,1
SCDA,SKU,18,4,Martes,N,0,mañana,0
SCDA,SKU,19,4,Miercoles,N,0,mañana,0
SCDA,SKU,20,4,Jueves,N,0,mañana,0
SCDA,SKU,21,4,Viernes,N,0,mañana,0
SCDA,SKU,22,4,Sabado,N,0,mañana,0
SCDA,SKU,23,4,Domingo,N,0,mañana,0
SCDA,SKU,24,4,Lunes,N,0,mañana,1
SCDA,SKU,25,4,Martes,N,0,mañana,1
SCDA,SKU,26,4,Miercoles,N,0,mañana,0
SCDA,SKU,27,4,Jueves,N,0,mañana,0
SCDA,SKU,28,4,Viernes,N,0,mañana,0
SCDA,SKU,29,4,Sabado,N,0,mañana,0
SCDA,SKU,30,4,Domingo,N,0,mañana,0
SCDA,SKU,3,4,Lunes,N,0,noche,0
SCDA,SKU,4,4,Martes,N,0,noche,0
SCDA,SKU,5,4,Miercoles,N,0,noche,0
SCDA,SKU,6,4,Jueves,N,0,noche,0
SCDA,SKU,7,4,Viernes,N,0,noche,0
SCDA,SKU,9,4,Domingo,N,0,noche,0
SCDA,SKU,10,4,Lunes,N,0,noche,0
SCDA,SKU,11,4,Martes,N,0,noche,0
SCDA,SKU,12,4,Miercoles,N,0,noche,0
SCDA,SKU,13,4,Jueves,N,0,noche,1
SCDA,SKU,14,4,Viernes,N,0,noche,0
SCDA,SKU,16,4,Domingo,N,0,noche,0
SCDA,SKU,17,4,Lunes,N,0,noche,0
SCDA,SKU,18,4,Martes,N,0,noche,0
SCDA,SKU,19,4,Miercoles,N,0,noche,0
SCDA,SKU,20,4,Jueves,N,0,noche,0
SCDA,SKU,21,4,Viernes,N,0,noche,0
SCDA,SKU,23,4,Domingo,N,0,noche,0
SCDA,SKU,24,4,Lunes,N,0,noche,1
SCDA,SKU,25,4,Martes,N,0,noche,0
SCDA,SKU,26,4,Miercoles,N,0,noche,0
SCDA,SKU,27,4,Jueves,N,0,noche,0
SCDA,SKU,28,4,Viernes,N,0,noche,1
SCDA,SKU,30,4,Domingo,N,0,noche,0
SCDA,SKU,8,4,Sabado,N,0,tarde,0
SCDA,SKU,15,4,Sabado,N,0,tarde,1
SCDA,SKU,22,4,Sabado,N,0,tarde,0
SCDA,SKU,29,4,Sabado,N,0,tarde,0
SCDA,SKU,1,4,Sabado,N,0,tarde,0
SCDA,SKU,2,4,Domingo,N,0,tarde,1
SCDA,SKU,7,4,Viernes,N,0,noche,0
SCDA,SKU,9,4,Domingo,N,0,noche,0
SCDA,SKU,14,4,Viernes,N,0,noche,0
SCDA,SKU,16,4,Domingo,N,0,noche,0
SCDA,SKU,21,4,Viernes,N,0,noche,1
SCDA,SKU,23,4,Domingo,N,0,noche,0
SCDA,SKU,28,4,Viernes,N,0,noche,0
SCDA,SKU,30,4,Domingo,N,0,noche,0
SCDA,SKU,2,4,Domingo,N,0,noche,1
SCDA,SKU,2,4,Domingo,N,0,noche,1
SCAR,SKU,1,4,Sabado,N,0,mañana,0
SCAR,SKU,2,4,Domingo,N,0,mañana,0
SCAR,SKU,3,4,Lunes,N,0,mañana,0
SCAR,SKU,4,4,Martes,N,0,mañana,0
SCAR,SKU,5,4,Miercoles,N,0,mañana,0
SCAR,SKU,6,4,Jueves,N,0,mañana,0
SCAR,SKU,7,4,Viernes,N,0,mañana,0
SCAR,SKU,8,4,Sabado,N,0,mañana,0
SCAR,SKU,9,4,Domingo,N,0,mañana,0
SCAR,SKU,10,4,Lunes,N,0,mañana,0
SCAR,SKU,11,4,Martes,N,0,mañana,0
SCAR,SKU,12,4,Miercoles,N,0,mañana,0
SCAR,SKU,13,4,Jueves,N,0,mañana,0
SCAR,SKU,14,4,Viernes,N,0,mañana,0
SCAR,SKU,15,4,Sabado,N,0,mañana,0
SCAR,SKU,16,4,Domingo,N,0,mañana,0
SCAR,SKU,17,4,Lunes,N,0,mañana,0
SCAR,SKU,18,4,Martes,N,0,mañana,0
SCAR,SKU,19,4,Miercoles,N,0,mañana,0
SCAR,SKU,20,4,Jueves,N,0,mañana,0
SCAR,SKU,21,4,Viernes,N,0,mañana,0
SCAR,SKU,22,4,Sabado,N,0,mañana,0
SCAR,SKU,23,4,Domingo,N,0,mañana,0
SCAR,SKU,24,4,Lunes,N,0,mañana,1
SCAR,SKU,25,4,Martes,N,0,mañana,0
SCAR,SKU,26,4,Miercoles,N,0,mañana,0
SCAR,SKU,27,4,Jueves,N,0,mañana,0
SCAR,SKU,28,4,Viernes,N,0,mañana,0
SCAR,SKU,29,4,Sabado,N,0,mañana,0
SCAR,SKU,30,4,Domingo,N,0,mañana,0
SCAR,SKU,1,4,Sabado,N,0,tarde,0
SCAR,SKU,2,4,Domingo,N,0,tarde,0
SCAR,SKU,3,4,Lunes,N,0,tarde,0
SCAR,SKU,7,4,Viernes,N,0,tarde,0
SCAR,SKU,8,4,Sabado,N,0,tarde,1
SCAR,SKU,9,4,Domingo,N,0,tarde,0
SCAR,SKU,10,4,Lunes,N,0,tarde,0
SCAR,SKU,14,4,Viernes,N,0,tarde,1
SCAR,SKU,15,4,Sabado,N,0,tarde,0
SCAR,SKU,16,4,Domingo,N,0,tarde,0
SCAR,SKU,17,4,Lunes,N,0,tarde,0
SCAR,SKU,21,4,Viernes,N,0,tarde,0
SCAR,SKU,22,4,Sabado,N,0,tarde,0
SCAR,SKU,23,4,Domingo,N,0,tarde,0
SCAR,SKU,24,4,Lunes,N,0,tarde,0
SCAR,SKU,28,4,Viernes,N,0,tarde,0
SCAR,SKU,29,4,Sabado,N,0,tarde,0
SCAR,SKU,30,4,Domingo,N,0,tarde,0
SCAR,SKU,2,4,Domingo,N,0,noche,1
SCAR,SKU,3,4,Lunes,N,0,noche,0
SCAR,SKU,4,4,Martes,N,0,noche,0
SCAR,SKU,5,4,Miercoles,N,0,noche,0
SCAR,SKU,6,4,Jueves,N,0,noche,0
SCAR,SKU,7,4,Viernes,N,0,noche,0
SCAR,SKU,9,4,Domingo,N,0,noche,0
SCAR,SKU,10,4,Lunes,N,0,noche,0
SCAR,SKU,11,4,Martes,N,0,noche,0
SCAR,SKU,12,4,Miercoles,N,0,noche,0
SCAR,SKU,13,4,Jueves,N,0,noche,0
SCAR,SKU,14,4,Viernes,N,0,noche,0
SCAR,SKU,16,4,Domingo,N,0,noche,0
SCAR,SKU,17,4,Lunes,N,0,noche,0
SCAR,SKU,18,4,Martes,N,0,noche,0
SCAR,SKU,19,4,Miercoles,N,0,noche,0
SCAR,SKU,20,4,Jueves,N,0,noche,1
SCAR,SKU,21,4,Viernes,N,0,noche,0
SCAR,SKU,23,4,Domingo,N,0,noche,0
SCAR,SKU,24,4,Lunes,N,0,noche,0
SCAR,SKU,25,4,Martes,N,0,noche,0
SCAR,SKU,26,4,Miercoles,N,0,noche,0
SCAR,SKU,27,4,Jueves,N,0,noche,0
SCAR,SKU,28,4,Viernes,N,0,noche,1
SCAR,SKU,30,4,Domingo,N,0,noche,0
SCAR,SKU,6,4,Jueves,N,0,tarde,0
SCAR,SKU,13,4,Jueves,N,0,tarde,0
SCAR,SKU,20,4,Jueves,N,0,tarde,0
SCAR,SKU,27,4,Jueves,N,0,noche,0
SAEZ,SKU,1,4,Sabado,I,0,mañana,0
SAEZ,SKU,2,4,Domingo,I,0,mañana,0
SAEZ,SKU,3,4,Lunes,I,0,mañana,0
SAEZ,SKU,4,4,Martes,I,0,mañana,0
SAEZ,SKU,5,4,Miercoles,I,0,mañana,0
SAEZ,SKU,7,4,Viernes,I,0,mañana,0
SAEZ,SKU,8,4,Sabado,I,0,mañana,0
SAEZ,SKU,9,4,Domingo,I,0,mañana,0
SAEZ,SKU,10,4,Lunes,I,0,mañana,0
SAEZ,SKU,11,4,Martes,I,0,mañana,0
SAEZ,SKU,12,4,Miercoles,I,0,mañana,0
SAEZ,SKU,13,4,Jueves,I,0,mañana,0
SAEZ,SKU,14,4,Viernes,I,0,mañana,0
SAEZ,SKU,15,4,Sabado,I,0,mañana,0
SAEZ,SKU,16,4,Domingo,I,0,mañana,0
SAEZ,SKU,17,4,Lunes,I,0,mañana,0
SAEZ,SKU,18,4,Martes,I,0,mañana,0
SAEZ,SKU,19,4,Miercoles,I,0,mañana,0
SAEZ,SKU,20,4,Jueves,I,0,mañana,0
SAEZ,SKU,21,4,Viernes,I,0,mañana,0
SAEZ,SKU,22,4,Sabado,I,0,mañana,0
SAEZ,SKU,24,4,Lunes,I,0,mañana,0
SAEZ,SKU,25,4,Martes,I,0,mañana,0
SAEZ,SKU,26,4,Miercoles,I,0,mañana,0
SAEZ,SKU,27,4,Jueves,I,0,mañana,0
SAEZ,SKU,28,4,Viernes,I,0,mañana,0
SAEZ,SKU,30,4,Domingo,I,0,mañana,0
SAEZ,SKU,12,4,Miercoles,I,0,noche,0
SAEZ,SKU,16,4,Domingo,I,0,noche,0
SAEZ,SKU,1,4,Sabado,I,0,tarde,0
SAEZ,SKU,2,4,Domingo,I,0,tarde,1
SAEZ,SKU,3,4,Lunes,I,0,tarde,0
SAEZ,SKU,4,4,Martes,I,0,tarde,0
SAEZ,SKU,5,4,Miercoles,I,0,tarde,0
SAEZ,SKU,7,4,Viernes,I,0,tarde,0
SAEZ,SKU,8,4,Sabado,I,0,tarde,0
SAEZ,SKU,9,4,Domingo,I,0,tarde,0
SAEZ,SKU,10,4,Lunes,I,0,tarde,0
SAEZ,SKU,11,4,Martes,I,0,tarde,1
SAEZ,SKU,12,4,Miercoles,I,0,tarde,0
SAEZ,SKU,13,4,Jueves,I,0,tarde,0
SAEZ,SKU,14,4,Viernes,I,0,tarde,0
SAEZ,SKU,15,4,Sabado,I,0,tarde,0
SAEZ,SKU,16,4,Domingo,I,0,tarde,0
SAEZ,SKU,17,4,Lunes,I,0,tarde,0
SAEZ,SKU,18,4,Martes,I,0,tarde,0
SAEZ,SKU,19,4,Miercoles,I,0,tarde,0
SAEZ,SKU,20,4,Jueves,I,0,tarde,0
SAEZ,SKU,21,4,Viernes,I,0,tarde,0
SAEZ,SKU,22,4,Sabado,I,0,tarde,0
SAEZ,SKU,23,4,Domingo,I,0,tarde,0
SAEZ,SKU,24,4,Lunes,I,0,tarde,0
SAEZ,SKU,25,4,Martes,I,0,tarde,0
SAEZ,SKU,26,4,Miercoles,I,0,tarde,0
SAEZ,SKU,27,4,Jueves,I,0,tarde,0
SAEZ,SKU,28,4,Viernes,I,0,tarde,0
SAEZ,SKU,29,4,Sabado,I,0,tarde,0
SAEZ,SKU,30,4,Domingo,I,0,tarde,0
SAME,SKU,1,4,Sabado,I,0,tarde,0
SAME,SKU,2,4,Domingo,I,0,tarde,0
SAME,SKU,3,4,Lunes,I,0,tarde,0
SAME,SKU,5,4,Miercoles,I,0,tarde,0
SAME,SKU,7,4,Viernes,I,0,tarde,0
SAME,SKU,8,4,Sabado,I,0,tarde,0
SAME,SKU,9,4,Domingo,I,0,tarde,0
SAME,SKU,10,4,Lunes,I,0,tarde,0
SAME,SKU,12,4,Miercoles,I,0,tarde,0
SAME,SKU,13,4,Jueves,I,0,tarde,0
SAME,SKU,14,4,Viernes,I,0,tarde,0
SAME,SKU,15,4,Sabado,I,0,tarde,0
SAME,SKU,16,4,Domingo,I,0,tarde,0
SAME,SKU,17,4,Lunes,I,0,tarde,0
SAME,SKU,19,4,Miercoles,I,0,tarde,0
SAME,SKU,20,4,Jueves,I,0,tarde,0
SAME,SKU,21,4,Viernes,I,0,tarde,0
SAME,SKU,22,4,Sabado,I,0,tarde,0
SAME,SKU,23,4,Domingo,I,0,tarde,0
SAME,SKU,24,4,Lunes,I,0,tarde,0
SAME,SKU,26,4,Miercoles,I,0,tarde,0
SAME,SKU,27,4,Jueves,I,0,tarde,0
SAME,SKU,28,4,Viernes,I,0,tarde,0
SAME,SKU,29,4,Sabado,I,0,tarde,0
SAME,SKU,30,4,Domingo,I,0,tarde,0
SAME,SKU,28,4,Viernes,I,0,mañana,1
SACO,SKU,2,4,Domingo,I,0,tarde,1
SACO,SKU,3,4,Lunes,I,0,tarde,0
SACO,SKU,4,4,Martes,I,0,tarde,0
SACO,SKU,5,4,Miercoles,I,0,tarde,0
SACO,SKU,7,4,Viernes,I,0,tarde,0
SACO,SKU,9,4,Domingo,I,0,tarde,0
SACO,SKU,10,4,Lunes,I,0,tarde,1
SACO,SKU,11,4,Martes,I,0,tarde,1
SACO,SKU,12,4,Miercoles,I,0,tarde,0
SACO,SKU,13,4,Jueves,I,0,tarde,0
SACO,SKU,14,4,Viernes,I,0,tarde,0
SACO,SKU,16,4,Domingo,I,0,tarde,0
SACO,SKU,17,4,Lunes,I,0,tarde,0
SACO,SKU,18,4,Martes,I,0,tarde,0
SACO,SKU,19,4,Miercoles,I,0,tarde,0
SACO,SKU,20,4,Jueves,I,0,tarde,1
SACO,SKU,21,4,Viernes,I,0,tarde,1
SACO,SKU,23,4,Domingo,I,0,tarde,1
SACO,SKU,24,4,Lunes,I,0,tarde,1
SACO,SKU,25,4,Martes,I,0,tarde,1
SACO,SKU,26,4,Miercoles,I,0,tarde,0
SACO,SKU,27,4,Jueves,I,0,tarde,0
SACO,SKU,28,4,Viernes,I,0,tarde,0
SACO,SKU,30,4,Domingo,I,0,tarde,0
SUMU,SKU,1,4,Sabado,I,0,mañana,0
SUMU,SKU,2,4,Domingo,I,0,noche,0
SUMU,SKU,4,4,Martes,I,0,mañana,0
SUMU,SKU,5,4,Miercoles,I,0,mañana,0
SUMU,SKU,6,4,Jueves,I,0,mañana,0
SUMU,SKU,7,4,Viernes,I,0,mañana,0
SUMU,SKU,8,4,Sabado,I,0,mañana,0
SUMU,SKU,9,4,Domingo,I,0,noche,0
SUMU,SKU,11,4,Martes,I,0,mañana,0
SUMU,SKU,12,4,Miercoles,I,0,mañana,0
SUMU,SKU,13,4,Jueves,I,0,mañana,0
SUMU,SKU,14,4,Viernes,I,0,mañana,0
SUMU,SKU,15,4,Sabado,I,0,mañana,0
SUMU,SKU,16,4,Domingo,I,0,noche,1
SUMU,SKU,18,4,Martes,I,0,mañana,0
SUMU,SKU,19,4,Miercoles,I,0,mañana,0
SUMU,SKU,20,4,Jueves,I,0,mañana,0
SUMU,SKU,21,4,Viernes,I,0,mañana,0
SUMU,SKU,22,4,Sabado,I,0,mañana,0
SUMU,SKU,23,4,Domingo,I,0,noche,0
SUMU,SKU,25,4,Martes,I,0,mañana,0
SUMU,SKU,26,4,Miercoles,I,0,mañana,0
SUMU,SKU,27,4,Jueves,I,0,mañana,0
SUMU,SKU,28,4,Viernes,I,0,mañana,0
SUMU,SKU,29,4,Sabado,I,0,mañana,0
SUMU,SKU,30,4,Domingo,I,0,noche,0
SPJC,SKU,1,4,Sabado,I,0,tarde,0
SPJC,SKU,2,4,Domingo,I,0,tarde,0
SPJC,SKU,3,4,Lunes,I,0,tarde,0
SPJC,SKU,4,4,Martes,I,0,tarde,0
SPJC,SKU,5,4,Miercoles,I,0,tarde,0
SPJC,SKU,6,4,Jueves,I,0,tarde,0
SPJC,SKU,7,4,Viernes,I,0,tarde,0
SPJC,SKU,8,4,Sabado,I,0,tarde,0
SPJC,SKU,9,4,Domingo,I,0,tarde,0
SPJC,SKU,10,4,Lunes,I,0,tarde,0
SPJC,SKU,11,4,Martes,I,0,tarde,1
SPJC,SKU,12,4,Miercoles,I,0,tarde,0
SPJC,SKU,13,4,Jueves,I,0,tarde,0
SPJC,SKU,14,4,Viernes,I,0,tarde,0
SPJC,SKU,15,4,Sabado,I,0,tarde,0
SPJC,SKU,16,4,Domingo,I,0,tarde,0
SPJC,SKU,17,4,Lunes,I,0,tarde,0
SPJC,SKU,18,4,Martes,I,0,tarde,0
SPJC,SKU,19,4,Miercoles,I,0,tarde,0
SPJC,SKU,20,4,Jueves,I,0,tarde,0
SPJC,SKU,21,4,Viernes,I,0,tarde,0
SPJC,SKU,22,4,Sabado,I,0,tarde,0
SPJC,SKU,23,4,Domingo,I,0,tarde,0
SPJC,SKU,24,4,Lunes,I,0,tarde,0
SPJC,SKU,25,4,Martes,I,0,tarde,0
SPJC,SKU,26,4,Miercoles,I,0,tarde,0
SPJC,SKU,27,4,Jueves,I,0,tarde,0
SPJC,SKU,28,4,Viernes,I,0,tarde,0
SPJC,SKU,29,4,Sabado,I,0,tarde,0
SPJC,SKU,30,4,Domingo,I,0,tarde,1
SPJC,SKU,1,4,Sabado,I,0,mañana,0
SPJC,SKU,2,4,Domingo,I,0,mañana,0
SPJC,SKU,3,4,Lunes,I,0,mañana,0
SPJC,SKU,4,4,Martes,I,0,mañana,0
SPJC,SKU,5,4,Miercoles,I,0,mañana,0
SPJC,SKU,6,4,Jueves,I,0,mañana,0
SPJC,SKU,7,4,Viernes,I,0,mañana,0
SPJC,SKU,8,4,Sabado,I,0,mañana,0
SPJC,SKU,9,4,Domingo,I,0,mañana,0
SPJC,SKU,10,4,Lunes,I,0,mañana,0
SPJC,SKU,11,4,Martes,I,0,mañana,0
SPJC,SKU,12,4,Miercoles,I,0,mañana,0
SPJC,SKU,13,4,Jueves,I,0,mañana,0
SPJC,SKU,14,4,Viernes,I,0,mañana,0
SPJC,SKU,15,4,Sabado,I,0,mañana,0
SPJC,SKU,16,4,Domingo,I,0,mañana,0
SPJC,SKU,17,4,Lunes,I,0,mañana,0
SPJC,SKU,18,4,Martes,I,0,mañana,0
SPJC,SKU,19,4,Miercoles,I,0,mañana,0
SPJC,SKU,20,4,Jueves,I,0,mañana,0
SPJC,SKU,21,4,Viernes,I,0,mañana,0
SPJC,SKU,22,4,Sabado,I,0,mañana,0
SPJC,SKU,23,4,Domingo,I,0,mañana,0
SPJC,SKU,24,4,Lunes,I,0,mañana,0
SPJC,SKU,25,4,Martes,I,0,mañana,0
SPJC,SKU,26,4,Miercoles,I,0,mañana,0
SPJC,SKU,27,4,Jueves,I,0,mañana,0
SPJC,SKU,28,4,Viernes,I,0,mañana,0
SPJC,SKU,29,4,Sabado,I,0,mañana,0
SPJC,SKU,30,4,Domingo,I,0,mañana,0
SCIE,SKU,25,4,Martes,N,0,mañana,1
SCTE,SKU,15,4,Sabado,N,0,mañana,0
SLLP,SKU,22,4,Sabado,I,0,noche,0
SLLP,SKU,30,4,Domingo,I,0,noche,1
SCFA,LAN,1,4,Sabado,N,0,mañana,0
SCFA,LAN,3,4,Lunes,N,0,mañana,0
SCFA,LAN,8,4,Sabado,N,0,mañana,0
SCFA,LAN,10,4,Lunes,N,0,mañana,0
SCFA,LAN,17,4,Lunes,N,0,mañana,0
SCFA,LAN,22,4,Sabado,N,0,mañana,0
SCFA,LAN,24,4,Lunes,N,0,mañana,0
SCFA,LAN,29,4,Sabado,N,0,mañana,0
SCIE,LAN,5,4,Miercoles,N,0,tarde,0
SCIE,LAN,7,4,Viernes,N,0,mañana,0
SCIE,LAN,12,4,Miercoles,N,0,tarde,0
SCIE,LAN,26,4,Miercoles,N,0,tarde,0
SCIE,LAN,28,4,Viernes,N,0,mañana,0
SCQP,LAN,2,4,Domingo,N,0,tarde,0
SCQP,LAN,7,4,Viernes,N,0,tarde,0
SCQP,LAN,28,4,Viernes,N,0,tarde,1
SCTE,LAN,9,4,Domingo,N,0,noche,1
SCTE,LAN,16,4,Domingo,N,0,noche,0
SCTE,LAN,21,4,Viernes,N,0,noche,0
SCTE,LAN,23,4,Domingo,N,0,noche,0
SCTE,LAN,12,4,Miercoles,N,0,noche,0
SCTE,LAN,16,4,Domingo,N,0,noche,0
SCTE,LAN,27,4,Jueves,N,0,noche,0
SCTE,LAN,3,4,Lunes,N,0,noche,0
SCTE,LAN,10,4,Lunes,N,0,noche,0
SCTE,LAN,12,4,Miercoles,N,0,tarde,0
SCTE,LAN,24,4,Lunes,N,0,noche,0
SCPQ,LAN,1,4,Sabado,N,0,mañana,1
SCPQ,LAN,2,4,Domingo,N,0,mañana,1
SCPQ,LAN,5,4,Miercoles,N,0,tarde,0
SCPQ,LAN,7,4,Viernes,N,0,tarde,0
SCPQ,LAN,8,4,Sabado,N,0,mañana,0
SCPQ,LAN,9,4,Domingo,N,0,mañana,0
SCPQ,LAN,12,4,Miercoles,N,0,tarde,0
SCPQ,LAN,14,4,Viernes,N,0,tarde,0
SCPQ,LAN,15,4,Sabado,N,0,mañana,0
SCPQ,LAN,16,4,Domingo,N,0,mañana,0
SCPQ,LAN,19,4,Miercoles,N,0,tarde,0
SCPQ,LAN,21,4,Viernes,N,0,tarde,0
SCPQ,LAN,22,4,Sabado,N,0,mañana,0
SCPQ,LAN,23,4,Domingo,N,0,mañana,0
SCPQ,LAN,26,4,Miercoles,N,0,tarde,0
SCPQ,LAN,28,4,Viernes,N,0,tarde,1
SCPQ,LAN,29,4,Sabado,N,0,mañana,0
SCPQ,LAN,30,4,Domingo,N,0,mañana,0
SCBA,LAN,14,4,Viernes,N,0,mañana,0
SCTE,LAN,1,4,Sabado,N,0,noche,0
SCTE,LAN,9,4,Domingo,N,0,noche,0
SCCI,LAN,2,4,Domingo,N,0,noche,0
SCCI,LAN,4,4,Martes,N,0,noche,0
SCCI,LAN,6,4,Jueves,N,0,noche,0
SCCI,LAN,9,4,Domingo,N,0,tarde,0
SCCI,LAN,11,4,Martes,N,0,noche,0
SCCI,LAN,13,4,Jueves,N,0,noche,0
SCCI,LAN,18,4,Martes,N,0,noche,0
SCCI,LAN,25,4,Martes,N,0,noche,0
SCCI,LAN,27,4,Jueves,N,0,noche,1
SCCI,LAN,28,4,Viernes,N,0,noche,0
SCCI,LAN,3,4,Lunes,N,0,tarde,0
SCCI,LAN,8,4,Sabado,N,0,tarde,0
SCCI,LAN,10,4,Lunes,N,0,tarde,0
SCCI,LAN,14,4,Viernes,N,0,mañana,0
SCCI,LAN,1,4,Sabado,N,0,noche,1
SCCI,LAN,4,4,Martes,N,0,noche,0
SCCI,LAN,5,4,Miercoles,N,0,noche,0
SCCI,LAN,6,4,Jueves,N,0,noche,0
SCCI,LAN,7,4,Viernes,N,0,noche,0
SCCI,LAN,8,4,Sabado,N,0,noche,1
SCCI,LAN,11,4,Martes,N,0,noche,0
SCCI,LAN,12,4,Miercoles,N,0,noche,0
SCCI,LAN,13,4,Jueves,N,0,noche,0
SCCI,LAN,15,4,Sabado,N,0,noche,1
SCCI,LAN,18,4,Martes,N,0,noche,0
SCCI,LAN,21,4,Viernes,N,0,noche,0
SCCI,LAN,22,4,Sabado,N,0,noche,0
SCCI,LAN,25,4,Martes,N,0,noche,0
SCCI,LAN,26,4,Miercoles,N,0,noche,0
SCCI,LAN,27,4,Jueves,N,0,noche,1
SCCI,LAN,28,4,Viernes,N,0,noche,0
SCCI,LAN,29,4,Sabado,N,0,noche,0
SCAT,LAN,1,4,Sabado,N,0,mañana,0
SCAT,LAN,2,4,Domingo,N,0,mañana,0
SCAT,LAN,3,4,Lunes,N,0,mañana,0
SCAT,LAN,4,4,Martes,N,0,mañana,0
SCAT,LAN,5,4,Miercoles,N,0,mañana,0
SCAT,LAN,6,4,Jueves,N,0,mañana,0
SCAT,LAN,7,4,Viernes,N,0,mañana,0
SCAT,LAN,8,4,Sabado,N,0,mañana,0
SCAT,LAN,9,4,Domingo,N,0,mañana,0
SCAT,LAN,10,4,Lunes,N,0,mañana,1
SCAT,LAN,11,4,Martes,N,0,mañana,0
SCAT,LAN,12,4,Miercoles,N,0,mañana,0
SCAT,LAN,13,4,Jueves,N,0,mañana,0
SCAT,LAN,14,4,Viernes,N,0,mañana,0
SCAT,LAN,15,4,Sabado,N,0,mañana,0
SCAT,LAN,16,4,Domingo,N,0,mañana,0
SCAT,LAN,17,4,Lunes,N,0,mañana,0
SCAT,LAN,18,4,Martes,N,0,mañana,0
SCAT,LAN,19,4,Miercoles,N,0,mañana,0
SCAT,LAN,20,4,Jueves,N,0,mañana,0
SCAT,LAN,21,4,Viernes,N,0,mañana,0
SCAT,LAN,22,4,Sabado,N,0,mañana,0
SCAT,LAN,23,4,Domingo,N,0,mañana,0
SCAT,LAN,24,4,Lunes,N,0,mañana,0
SCAT,LAN,25,4,Martes,N,0,mañana,0
SCAT,LAN,26,4,Miercoles,N,0,mañana,0
SCAT,LAN,27,4,Jueves,N,0,mañana,0
SCAT,LAN,28,4,Viernes,N,0,mañana,0
SCAT,LAN,29,4,Sabado,N,0,mañana,1
SCAT,LAN,30,4,Domingo,N,0,mañana,0
SCAT,LAN,3,4,Lunes,N,0,tarde,0
SCAT,LAN,4,4,Martes,N,0,tarde,0
SCAT,LAN,5,4,Miercoles,N,0,tarde,0
SCAT,LAN,6,4,Jueves,N,0,tarde,0
SCAT,LAN,9,4,Domingo,N,0,tarde,0
SCAT,LAN,10,4,Lunes,N,0,tarde,0
SCAT,LAN,11,4,Martes,N,0,tarde,0
SCAT,LAN,12,4,Miercoles,N,0,tarde,0
SCAT,LAN,13,4,Jueves,N,0,tarde,0
SCAT,LAN,16,4,Domingo,N,0,tarde,0
SCAT,LAN,17,4,Lunes,N,0,tarde,0
